sentence,language
Anh ấy viết cho tôi một cuốn sách.,Vietnamese
Что делаéшь в твоём курс?,Russian
ভিৰটোৱে চিঞৰি চিঞৰি আৰু মিমৰ বাবে চিঞৰি উঠে।,Assamese
"Está escuro agora? - Sim, está",Portugese
Ik kwam bijna aan in het restaurant,Dutch
Was für Filme gefallen Ihnen?,German
let's go home.,Dutch
Quel est le taux de change ?,French
Sto per partire.,Italian
এডিথে সিদ্ধান্ত ল’ব পাৰিছিল যে তাই দাঁতত ৰং কৰিব লাগে নে নখ ব্ৰাছ কৰিব লাগে।,Assamese
Сейчас три часа десять минут.,Russian
Он улыбнулся.,Russian
Хороший выстрел!,Russian
Li te tann pou siy stop la vire nan yon siy ale.,Haitian Creole
Τι κάνεις;,Greek
Ti dimentichi sempre di telefonare!,Italian
"Αύριο εγώ θα βάφω, το σπίτι.",Greek
"Kannst du mir helfen? --Nein, ich kann das nicht.",German
Dat is jammer en vervelend,Dutch
Tôi mua một cái ghế bình thường.,Vietnamese
A demain,French
Der blaue Papagei fuhr an dem trampenden Mungo vorbei.,German
Che cosa rimaneva da fare?,Italian
下におろしますか、よこにながしますか。,Japanese
Из этого ничего не вышло.,Russian
পিছফালে ঘুৰি উৰি যোৱাৰ লগে লগে তিনি বছৰীয়া ছোৱালীজনীয়ে বিলৰ পৰা দৌৰি নামি আহিল।,Assamese
Я замёрз.,Russian
মোৰ বাৰীত প্ৰস্ৰাৱ নকৰিবা আৰু কওক যে তুমি মোৰ গছ-গছনিবোৰ গজাত সহায় কৰিবলৈ চেষ্টা কৰিছা।,Assamese
"Sie war sich nicht sicher, ob sie beeindruckt oder besorgt sein sollte, dass er Unterwäsche in ordentliche kleine Päckchen faltete.",German
ডাৱৰে আকাশত ধুনীয়া ধুনীয়া জীৱ-জন্তু গঠন কৰিছিল যিয়ে অৱশেষত টৰ্নেডোৰ সৃষ্টি কৰি বিধ্বংসী ৰূপ ধাৰণ কৰিছিল।,Assamese
"তারা বলে যে কুকুর মানুষের সবচেয়ে ভালো বন্ধু, কিন্তু এই বিড়ালটি সেই তত্ত্বকে নাশকতা করতে বেরিয়েছিল।",Bengali
Pwosesis panse li te sou anpil nivo ke li te bay tèt li yon fobi nan wotè.,Haitian Creole
Lightning Paradise te jwenti lokal kote gwoup la anjeneral te fini pase nwit la.,Haitian Creole
Ce lieu est joli.,French
Yon kochon koulè wouj violèt ak yon bourik vèt vole yon kap nan mitan lannwit lan epi yo fini boule solèy.,Haitian Creole
Fiul său a glumit că batoanele electrice nu erau altceva decât bomboane pentru adulți.,Romanian
Foul moun yo rele ak rèl pou plis mem.,Haitian Creole
Ho una piccola sorpresa per te.,Italian
さむい時、あたまがいたくなります。,Japanese
Er hatte sich versehentlich in den Server seiner Firma gehackt.,German
給料はやすいのに、仕事は大変です。,Japanese
ουκ εφη τους Πελομοννησιους πολεμον χρονιον ποεισθαι δυνασθαι.,Greek
はい。何度かお話したことがあります。,Japanese
Which is your favorite?,English
Nós estamos aqui de férias. Nós estamos num hotel na praia,Portugese
Dumnealui vine din România,Romanian
Dat wist ik niet.,Dutch
আমি আপনাকে জানতে চাই যে আমি পঞ্চাশটিরও বেশি উপন্যাস লিখেছি,Bengali
これなんかどう。,Japanese
Dơi sống ở đâu?,Vietnamese
Es-tu venu avec ta famille ?,French
"بصراحة، ما الذي سنفعله؟",Arabic
Mi ha detto molte bugie.,Italian
أنا لا أعرف بعد.,Arabic
Je voudrais une chambre à un lit,French
Je peux nager,French
"Das ist eine ansprechende Schatzkarte, die ich nicht lesen kann.",German
저한테만 한국어로 이야기하세요.,Korean
走れば、電車にまに合います。,Japanese
Ela vem de Londres,Portugese
يقول كودي أن التوقعات جيدة.,Arabic
As-tu reçu mon e-mail ?,French
Cosa vuoi che io faccia?,Italian
কুঁৱলী ইমানেই ঘন আছিল আনকি এটা লেজাৰেও সিদ্ধান্ত ল’লে যে ই কষ্ট কৰাৰ যোগ্য নহয়।,Assamese
Non andavano d'accordo.,Italian
তেওঁ নিজৰ ভাগ্য মানি লোৱাৰ ভাগ্যক মানি লোৱাৰ সিদ্ধান্ত লৈছিল।,Assamese
It was 5:00.,English
Vorig jaar kostte een komkommer veel minder.,Dutch
Câtă costă aceasta carte?,Romanian
Yo dezespereman te bezwen yon lòt tanbouyè depi aktyèl la sèlman te konnen ki jan yo jwe bongo.,Haitian Creole
Questo esercizio mi ha fatto confondere.,Italian
إلى من يهمه الأمر,Arabic
Rompí mi brazo el verano pasado.,Spanish
Yo habré sido una doctora por 6 años.,Spanish
Hai sconfitto l'orologio con venti risposte corrette.,Italian
Het is nu 20.00 uur dus de film is al een half uur bezig.,Dutch
Mwen te toujou panse zèklè se yon bagay sèlman mwen te kapab wè.,Haitian Creole
Nou gen jèn timoun ki souvan antre nan chanm nou an nan mitan lannwit pou plizyè rezon ki gen ladan makakri nan klozèt la.,Haitian Creole
What do you prefer more: chocolate or vanilla ice cream?,English
メアリーも、高校の時、こんなふうだった？,Japanese
গোলাপী ৰঙৰ ঘৰত থাকিব বিচৰা ধৰণৰ ছোৱালী আছিল তাই।,Assamese
সবাই বলে যে তারা প্রকৃতিকে ভালবাসে যতক্ষণ না তারা বুঝতে পারে যে সে কতটা বিপজ্জনক হতে পারে।,Bengali
お電話ありがとうございます。ピザステーションです。,Japanese
Veel mensen zitten vast in het cruiseschip in Japan vanwege het coronavirus,Dutch
οι ποιμενες τα προβατα εν τοις ορεσιν ου νεμουσιν πριν αν γενηται το εαρ.,Greek
Der Fuchs im Hut flüsterte dem Hasen ins Ohr.,German
Будьте серьёзны!,Russian
はい、ですから。,Japanese
얼마에 팔 거예요?,Korean
Te amo.,Spanish
とどくまで3〜4日かかるみたい。,Japanese
ਸ਼ਨੀਵਾਰ ਹੋਣ ਲਈ ਇਹ ਇੱਕ ਸੱਚਮੁੱਚ ਚੰਗਾ ਸੋਮਵਾਰ ਸੀ।,Punjabi
ο Θεμιστοκλης μαλιστα αιτιος ην του εν τοις στενοις ναυμαχησαι.,Greek
ডেনে কপাহী মিঠাইৰ দৰে ডাৱৰবোৰ খাইছিল।,Assamese
Il cappello appartiene a te?,Italian
Doris te renmen tape zong li sou tab la pou anbete tout moun.,Haitian Creole
你快给我做完作业,Mandarin
Klaus wird wohl krank sein.,German
"Ihr Haar war vom Wind zerzaust, als sie in dem schwarzen Cabrio fuhr.",German
Qui cherches-tu ?,French
Ik zal dat adres wel kunnen vinden.,Dutch
পিটাৰে ৰাতিৰ আহাৰত ধন ৰাহি কৰাৰ বাবে ৰোড কিলক এটা উৎকৃষ্ট উপায় বিচাৰি পাইছিল।,Assamese
Voilà,French
Я бы ушёл.,Russian
Позвольте мне уйти!,Russian
Mennen pitit la jwèn papa li.,Haitian Creole
Non ha fatto niente.,Italian
Căldura,Romanian
Tanpèt lapli a toudenkou lave kwokodil nan oseyan an.,Haitian Creole
Vandaag trainen was zwaar maar echt goed.,Dutch
οι αυτουργοι ηπισταντο εις μεγιστον κινδυνον κατασταντες.,Greek
Tu as une très belle voiture,French
Идите в кровать.,Russian
Non ho potuto controllare le mie lacrime.,Italian
তার চিৎকার নিরব করে দিল উত্তেজিত কিশোরদের।,Bengali
"Que sapatos legal, eles são novos?",Portugese
Mi senti?,Italian
"Er stachelte sein Haar grün, um seinen Leguan zu stützen.",German
我上次生病是上个月,Mandarin
오늘은 비가 왔어요. 그래서 집에 있었어요.,Korean
ほかにごちゅうもんはございますか。,Japanese
Eran las diez menor cuarto de la noche.,Spanish
Моя дочки редко хотели завтракать.,Russian
هذه المهمة المملون لي,Arabic
El a investit câteva puncte de îndemânare în Carisma și Forța.,Romanian
Combien de personnes est-ce qu'il y a à New York ?,French
overmorgen,Dutch
Foumi yo te jwi babekyou a plis pase fanmi an.,Haitian Creole
お一人用ですか。,Japanese
Managerul standului de fructe stătea mereu și vindea doar legume.,Romanian
"25 ਸਾਲ ਬਾਅਦ, ਉਸ ਨੂੰ ਅਜੇ ਵੀ ਉਸ ਖਾਸ ਪਲ 'ਤੇ ਪਛਤਾਵਾ ਹੈ।",Punjabi
La maestra de español enseñaba bien.,Spanish
Я должен идти.,Russian
كم المدة التى تنامها فى القيلولة,Arabic
얼마나 빨리 화장 할 수 있어요?,Korean
"Își poate trăi viața așa cum dorește, atâta timp cât ascultă ceea ce am de spus.",Romanian
Ci sono alcuni danni? C'è qualche danno?,Italian
"Kleinkinder, die Waschbären fütterten, überraschten sogar den erfahrenen Parkwächter.",German
A quelle heure ?,French
Я подчинюсь.,Russian
Guarda come brillano le stelle stasera!,Italian
¿Cómo voy desde el correo a la panadería?,Spanish
"C'è una farmacia qui vicino? Sì, ce n'è uno all'angolo della piazza.",Italian
ਅੰਤਮ ਪਲ ਤੱਕ ਡਰ ਦੀ ਥਾਂ ਉਤੇਜਨਾ ਨੇ ਲੈ ਲਈ।,Punjabi
L'ho aiutato a trovare.,Italian
Ciò che abbiamo fino ad ora indica esattamente quello.,Italian
Verso sera.,Italian
"Não, eu sou Canadense",Portugese
Não está quente hoje.,Portugese
Je voudrais aller au magasin,French
¿Qué prefieres comer en tu restaurante favorito?,Spanish
이거 매워요?,Korean
"Li te wè limyè fren yo, men se pa nan tan.",Haitian Creole
তার মজুদে কয়লা ছিল এবং সে রোমাঞ্চিত হয়েছিল।,Bengali
Est-ce que vous avez des enfants ?,French
Questo è uno spettacolo fantastico.,Italian
"Die Wahrheit ist, dass Sie für Ihren Lebensstil in Stunden bezahlen.",German
ηλπιζε γαρ εκει ευρησειν αυτον τα προβατα αποδιδομενον.,Greek
Ma cuisine a une grande fenêtre.,French
C'est au nord d'ici,French
Lei lo ama per la sua ricchezza.,Italian
Gib mir einen Kuss!,German
Ce n'est pas assez,French
La festa è già iniziata.,Italian
Avez-vous besoin d'autre chose ?,French
Qu'est-ce qu'ils étudient ?,French
"ਕੁਝ ਅਥਾਹ ਕਾਰਨਾਂ ਕਰਕੇ, ਜਵਾਬੀ ਟੀਮ ਨੇ ਮੇਰੇ ਅਨਾਜ ਲਈ ਦੁੱਧ ਦੀ ਕਮੀ ਨੂੰ ਇੱਕ ਉਚਿਤ ਐਮਰਜੈਂਸੀ ਨਹੀਂ ਮੰਨਿਆ।",Punjabi
Li te santi ke manje sou pon an te pote romans nan relasyon li ak chat li.,Haitian Creole
멋있었어요.,Korean
Lo penso anch'io.,Italian
Hij keek goed en hij stak de straat over.,Dutch
I change my password.,Dutch
"Stellen Sie sich seine Überraschung vor, als er entdeckte, dass der Safe voller Pudding war.",German
"Every Saturday, my parents took us to the beach.",English
It was starting to rain when I left the house.,English
Je moet een kaartje kopen voordat je in de trein stapt. Een kaartje kopen in de trein is heel duur.,Dutch
মামাৰ প্ৰিয় খেলা-ধূলা আছিল নুডলছৰ পৰা গাড়ী বনোৱা।,Assamese
Mihez hasonlít ez az érzés?,Hungarian
しゃちょうがこうじょうを見に行っている間に私はきれいなかんきょうにきがつきました。,Japanese
Том толстый.,Russian
Er hat die Hausaufgabe korrigiert.,German
Mijn zusje komt volgend weekend. Wat gezellig!,Dutch
"Zum 216. Mal sagte er, er würde nach dieser letzten Cola aufhören, Limonade zu trinken.",German
È il mio collega.,Italian
"Mi papá nos quería mucho a mi mamá, a mis hermanos, y a mí.",Spanish
Я иногда обедáю в вáшем кафетерии!,Russian
Mijn familie is de hele dag ziek en slaapt.,Dutch
Pourrais-tu m'appeler un taxi s'il te plaît ?,French
"Ihm ging das Geld aus, also musste er mit dem Pokern aufhören.",German
"ਮੈਨੂੰ ਤਰੱਕੀ ਮਿਲ ਗਈ ਹੋਵੇਗੀ, ਪਰ ਮੇਰੀ ਹਾਜ਼ਰੀ ਕਾਫ਼ੀ ਚੰਗੀ ਨਹੀਂ ਸੀ।",Punjabi
Qual è l'ora di partenza?,Italian
けっこんしょうよ。,Japanese
Позволь мне пойти!,Russian
你下课了我们就去书店,Mandarin
এতিয়া মই মোৰ অস্তিত্বৰ ওপৰত চিন্তা কৰি নিজকে সুধিব লাগিব যে মই সঁচাকৈয়ে বাস্তৱিক নেকি?,Assamese
Я тут.,Russian
Vacuum.,English
これは去年のたんじょうびに彼女がくれた本です。,Japanese
Ricordate di arrivare in tempo!,Italian
Вáша сестрá спрашивала где вы живёте.,Russian
গরম,Bengali
إفطار ساخن ومغذي,Arabic
누구랑 같이 갔어요?,Korean
Non fare il pagliaccio!,Italian
Lui crede tutto ciò che dico.,Italian
"Ich bin ein großartiger Zuhörer, wirklich gut mit Empathie vs. Sympathie und all dem, aber ich hasse Menschen.",German
Li te panse ke kèk baton dinamit te pi fasil pase yon poto lapèch pou trape pwason.,Haitian Creole
Tcheke tounen demen; Mwen pral wè si liv la te rive.,Haitian Creole
Li pa t 'kapab konprann poukisa pèsonn lòt moun te kapab wè ke syèl la plen ak sirèt koton.,Haitian Creole
Tenía ocho años.,Spanish
부모님 직업이 뭐예요?,Korean
Voglio poter parlare italiano.,Italian
Non parlerò mai più con lui.,Italian
Douglas te panse pi bon fason pou l reyisi se fè opoze a sa li te fè tout lavi l.,Haitian Creole
ουδεις ηγνοει οτι οι πολεμιοι δι' ολιγου εις την γην εισβαλουσιν.,Greek
